key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
15,"실명","어둠에 사로잡혀 명중률이 떨어진 상태.","ui/icon/015000/015012.tex",0,1,2,"dk05ht_dark0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
16,"","",,0,0,0,"","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,False,0,False,False,0,0,False
17,"마비","몸이 마비되어 잠깐씩 행동할 수 없는 상태.","ui/icon/015000/015006.tex",0,1,2,"dk05ht_pal0h","",False,False,False,False,False,False,True,False,False,100,False,False,33,0,False,0,False,False,0,0,False
18,"독","독에 중독된 상태. HP가 서서히 줄어든다.","ui/icon/015000/015007.tex",0,1,2,"dk05ht_poi0s","",False,False,False,False,False,False,True,False,False,10,False,False,10,0,False,0,False,False,0,0,False
19,"맹독","독에 중독된 상태. HP가 서서히 줄어든다.","ui/icon/015000/015517.tex",0,1,2,"dk05ht_poi0s","",False,False,False,False,False,False,False,True,True,10,False,False,100,0,False,0,False,False,0,0,False
20,"TP 지속 피해","지속적으로 TP가 줄어드는 상태.","ui/icon/015000/015025.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,False,False,0,0,False,0,False,False,0,0,False
21,"최대 HP 증가","HP 최대치가 증가한 상태.","ui/icon/015000/015075.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
22,"최대 HP 감소","HP 최대치가 감소한 상태.","ui/icon/015000/015076.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
23,"최대 MP 증가","MP 최대치가 증가한 상태.","ui/icon/015000/015077.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
24,"최대 MP 감소","MP 최대치가 감소한 상태.","ui/icon/015000/015078.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
25,"물리 공격력 상승","물리 공격력이 올라간 상태.","ui/icon/015000/015050.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
26,"물리 공격력 감소","물리 공격력이 떨어진 상태.","ui/icon/015000/015051.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
27,"명중률 상승","명중률이 올라간 상태.","ui/icon/015000/015060.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
28,"명중률 감소","명중률이 떨어진 상태.","ui/icon/015000/015061.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
29,"물리 방어력 상승","물리 방어력이 올라간 상태.","ui/icon/015000/015052.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
30,"물리 방어력 감소","물리 방어력이 떨어진 상태.","ui/icon/015000/015053.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
31,"회피력 상승","회피력이 올라간 상태.","ui/icon/015000/015062.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
32,"회피력 감소","회피력이 떨어진 상태.","ui/icon/015000/015063.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
33,"마법 공격력 상승","마법 공격력이 올라간 상태.","ui/icon/015000/015054.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
34,"마법 공격력 감소","마법 공격력이 떨어진 상태.","ui/icon/015000/015055.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
35,"마법 회복력 상승","마법 회복력이 올라간 상태.","ui/icon/015000/015058.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
36,"마법 회복력 감소","마법 회복력이 떨어진 상태.","ui/icon/015000/015059.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
37,"마법 방어력 상승","마법 방어력이 올라간 상태.","ui/icon/015000/015056.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
38,"마법 방어력 감소","마법 방어력이 떨어진 상태.","ui/icon/015000/015057.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
39,"기절 무효","기절을 무효화하는 상태.","ui/icon/015000/015566.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,100,False,False,100,0,False,0,False,False,0,0,False
40,"침묵 무효","침묵을 무효화하는 상태.","ui/icon/015000/015567.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,100,False,False,100,0,False,0,False,False,0,0,False
41,"제작설비","제작설비의 도움을 받은 상태. 레벨 70 이하 제작자의 CP 최대치가 증가한다.","ui/icon/016000/016107.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
42,"초월하는 힘","자신의 한계를 넘어선 상태. HP 최대치가 증가하고, 적에게 주는 피해량과 회복마법 회복량이 증가한다.","ui/icon/016000/016207.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,15,0,False,0,False,False,0,0,False
43,"쇠약","몸이 약해져, 힘, 민첩성, 지능, 정신력이 25% 떨어진 상태.","ui/icon/015000/015010.tex",0,1,2,"","",False,False,False,False,False,False,False,False,False,100,False,False,0,0,False,0,False,False,0,0,False
44,"쇠약[강]","몸이 약해져, 힘, 민첩성, 지능, 정신력이 50% 떨어진 상태.","ui/icon/015000/015011.tex",0,1,2,"","",False,False,False,False,False,False,False,False,False,100,False,False,0,0,False,0,False,False,0,0,False
45,"경험치 증가(제작자 전용)","제작자 경험치가 더 잘 오르는 상태.","ui/icon/016000/016106.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,True,False,0,0,False,0,False,False,0,0,False
46,"경험치 증가(채집가 전용)","채집가 경험치가 더 잘 오르는 상태.","ui/icon/016000/016006.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,True,False,0,0,False,0,False,False,0,0,False
47,"은신","이동 속도가 떨어지는 대신 마물의 공격을 받지 않는 상태.","ui/icon/016000/016001.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,2,False,False,0,0,False,0,False,True,0,0,False
48,"식사","식사 효과를 받은 상태.","ui/icon/016000/016202.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,True,False,1,0,False,0,False,False,0,0,False
49,"강화약","강화약 효과를 받은 상태.","ui/icon/016000/016203.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,2,0,False,0,False,False,0,0,False
50,"전력 질주","이동 속도가 상승한 상태.","ui/icon/010000/010101.tex",0,1,1,"","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,False,0,False,False,0,6,False
51,"힘 감소","힘이 떨어진 상태.","ui/icon/015000/015080.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-5,0,False,0,False,False,0,0,False
52,"활력 감소","활력이 떨어진 상태.","ui/icon/015000/015082.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-5,0,False,0,False,False,0,0,False
53,"주는 물리 피해량 증가","물리 공격으로 주는 피해량이 증가한 상태.","ui/icon/015000/015050.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
54,"주는 물리 피해량 감소","물리 공격으로 주는 피해량이 감소하는 상태.","ui/icon/015000/015051.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
55,"받는 물리 피해량 감소","물리 공격으로 받는 피해량이 감소하는 상태.","ui/icon/015000/015052.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,-10,0,False,0,False,False,0,0,False
56,"받는 물리 피해량 증가","물리 공격으로 받는 피해량이 증가하는 상태.","ui/icon/015000/015053.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,10,0,False,0,False,False,0,0,False
57,"주는 마법 피해량 증가","마법 공격으로 주는 피해량이 증가한 상태.","ui/icon/015000/015054.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
58,"주는 마법 피해량 감소","마법 공격으로 주는 피해량이 감소하는 상태.","ui/icon/015000/015055.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
59,"받는 마법 피해량 감소","마법 공격으로 받는 피해량이 감소하는 상태.","ui/icon/015000/015056.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,-10,0,False,0,False,False,0,0,False
60,"받는 마법 피해량 증가","마법 공격으로 받는 피해량이 증가하는 상태.","ui/icon/015000/015057.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,10,0,False,0,False,False,0,0,False
61,"주는 피해량 증가","적에게 주는 피해량이 증가하는 상태.","ui/icon/015000/015519.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
62,"주는 피해량 감소","적에게 주는 피해량이 감소하는 상태.","ui/icon/015000/015520.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-10,0,False,0,False,False,0,0,False
63,"받는 피해량 감소","받는 피해량이 감소하는 상태.","ui/icon/015000/015021.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,-10,0,False,0,False,False,0,0,False
64,"받는 피해량 증가","받는 피해량이 증가하는 상태.","ui/icon/015000/015020.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,10,0,False,0,False,False,0,0,False
65,"무기 기술 강화: 극대화","무기 기술을 사용하면 반드시 극대화가 발생하는 상태.","ui/icon/015000/015016.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,0,0,False,0,False,False,0,0,False
66,"공포","공포에 빠져 행동이 불가능한 상태.","ui/icon/015000/015516.tex",0,1,2,"dk05ht_tel0h","",True,False,True,False,False,False,False,False,False,100,False,False,0,0,False,0,False,False,0,0,False
67,"과중력[강]","이동 속도가 느려진 상태.","ui/icon/015000/015518.tex",0,1,2,"dk05ht_grv0h","dk10ht_grv0h",False,False,False,False,False,False,False,True,True,100,False,False,0,1,False,0,False,False,0,0,False
68,"자동 공격 강화: HP 흡수","자동 공격 시 HP를 흡수하는 상태.","ui/icon/015000/015504.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,10,0,False,0,False,False,0,0,False
69,"자동 공격 강화: TP 흡수","자동 공격 시 TP를 흡수하는 상태.","ui/icon/015000/015505.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,100,0,False,0,False,False,0,0,False
70,"자동 공격 강화: 기절","자동 공격 시 일정 확률로 대상을 기절시키는 상태.","ui/icon/015000/015506.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,176,0,False,0,False,False,0,0,False
71,"철벽 방어","받는 피해량이 감소하는 상태.","ui/icon/010000/010152.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,-10,0,False,0,False,False,0,0,False
72,"재활","자신이 받는 회복마법의 HP 회복 효과가 상승하는 상태.","ui/icon/010000/010157.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,20,0,False,0,False,False,0,0,False
73,"경각심","적에게 극대화 공격을 받지 않는 상태.","ui/icon/013000/013916.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
74,"경계","받는 피해량이 감소하는 상태.","ui/icon/010000/010151.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,-20,0,False,0,False,False,0,0,False
75,"강철의 의지","일부를 제외한 적의 밀쳐내기와 끌어당기기를 무효화하는 상태.","ui/icon/010000/010153.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,False,0,False,False,0,0,False
76,"임전무퇴","물리 공격 피해량이 상승한 상태.","ui/icon/010000/010155.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
77,"방패 각성","방패 막기 발동률이 올라간 상태.","ui/icon/010000/010156.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,90,0,False,0,False,False,0,0,False
78,"충의의 검","자동 공격에 추가 피해가 부여된 상태.","ui/icon/012000/012505.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,100,0,True,0,False,False,0,0,False
79,"굳건한 의지","자신을 향한 적의 적개심이 상승하는 상태.","ui/icon/012000/012506.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,500,0,True,0,False,False,0,0,False
80,"감싸기","대상 파티원의 피해를 대신 받는 상태.","ui/icon/012000/012501.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,False,False,0,0,True,0,False,False,0,0,False
81,"감싸기 대상","감싸기 시전자에게 보호받는 상태.","ui/icon/012000/012502.tex",0,20,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,False,False,0,0,True,0,False,False,0,0,False
82,"천하무적","일부를 제외한 대부분의 피해를 무효화하는 상태.","ui/icon/012000/012504.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,70,False,False,0,0,False,0,False,False,0,0,False
83,"예지력","물리 방어력이 올라간 상태.","ui/icon/010000/010252.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
84,"피의 갈증","물리 공격에 HP 흡수 효과가 부여된 상태.","ui/icon/013000/013913.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,25,0,False,0,False,False,0,0,False
85,"관절 파괴","적에게 주는 피해량이 증가하는 상태.","ui/icon/010000/010262.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,5,0,False,0,False,False,0,0,False
86,"광폭화","자신의 공격이 반드시 극대화 직격으로 적중하는 상태.","ui/icon/010000/010253.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,100,0,False,0,False,False,0,0,False
87,"전투의 짜릿함","<If(Equal(PlayerParameter(68),21))><If(GreaterThanOrEqualTo(PlayerParameter(72),78))>최대 HP가 증가하고, 자신이 받는 HP 회복 효과가 향상된 상태.<Else/>최대 HP가 증가한 상태.</If><Else/>최대 HP가 증가한 상태.</If>","ui/icon/010000/010254.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,False,False,10,0,False,0,False,False,0,0,False
88,"일대일 결투","이동이 불가능한 상태. 피해를 받아도 효과가 해제되지 않는다.","ui/icon/010000/010255.tex",0,1,2,"dk05th_stdn0t","",True,False,False,False,False,False,False,False,False,100,False,False,0,0,False,0,False,False,0,0,False
89,"보복","물리 공격을 받으면 적에게 반격 피해를 주는 상태.","ui/icon/010000/010256.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,25,0,False,0,False,False,0,0,False
90,"폭풍의 눈","주는 피해량이 증가한 상태.","ui/icon/010000/010263.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,5,0,False,0,False,False,0,0,False
91,"수비 태세","자신을 향한 적의 적개심이 상승하는 상태.","ui/icon/012000/012551.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,500,0,True,0,False,False,0,0,False
92,"힘의 해방","수비 태세로 인한 적에게 주는 피해량 감소 페널티가 무효화된 상태.","ui/icon/012000/012552.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,False,0,False,False,0,0,False
93,"격노","받아넘기기 발동률이 올라간 상태.","ui/icon/010000/010257.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,2,0,False,0,False,False,0,0,False
94,"격노 2","받아넘기기 발동률이 올라간 상태.","ui/icon/010000/010258.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,4,0,False,0,False,False,0,0,False
95,"격노 3","받아넘기기 발동률이 올라간 상태.","ui/icon/010000/010259.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,6,0,False,0,False,False,0,0,False
96,"격노 4","받아넘기기 발동률이 올라간 상태.","ui/icon/010000/010260.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,8,0,False,0,False,False,0,0,False
97,"격노 5","받아넘기기 발동률이 올라간 상태.","ui/icon/010000/010261.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
98,"쌍룡각","타격 저항이 떨어진 상태.","ui/icon/010000/010215.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-5,0,False,0,False,False,0,0,False
99,"새털 걸음","회피율이 올라간 상태.","ui/icon/010000/010201.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
100,"발경","극대화 발동률이 증가한 상태.","ui/icon/010000/010204.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
101,"쌍장타","적에게 주는 피해량이 증가하는 상태.","ui/icon/010000/010216.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,5,0,False,0,False,False,0,0,False
102,"만트라","받는 HP 회복 효과가 향상되는 상태.","ui/icon/010000/010206.tex",0,41,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,False,False,5,0,False,0,False,False,0,0,False
103,"홍련 태세","적에게 주는 피해량이 증가하는 상태.","ui/icon/010000/010202.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,5,0,True,528,False,False,0,0,False
104,"금강 태세","받는 피해량이 감소하는 상태.","ui/icon/010000/010203.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,-10,0,True,528,False,False,0,0,False
105,"질풍 태세","이동 속도가 상승한 상태.","ui/icon/012000/012526.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,0,0,True,528,False,False,0,0,False
106,"혈도 찌르기","HP가 서서히 줄어드는 상태.","ui/icon/010000/010211.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,False,False,10,0,False,0,False,False,0,0,False
107,"원숭이 품새","첫 번째 품새인 원숭이 품새를 취한 상태.","ui/icon/010000/010212.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,True,528,False,False,0,0,False
108,"용 품새","두 번째 품새인 용 품새를 취한 상태.","ui/icon/010000/010213.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,True,528,False,False,0,0,False
109,"호랑이 품새","세 번째 품새인 호랑이 품새를 취한 상태.","ui/icon/010000/010214.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,True,528,False,False,0,0,False
110,"진각","품새 관계 없이 모든 기술을 사용할 수 있는 상태.","ui/icon/010000/010217.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,True,528,False,False,0,0,False
111,"질풍번개","적에게 주는 피해량이 증가하고, 자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.","ui/icon/010000/010207.tex",0,1,1,"dk05th_stup0t","dk10ht_sip0c",False,False,False,False,False,False,False,False,False,0,False,False,10,0,True,0,False,False,0,0,False
112,"질풍번개 2","적에게 주는 피해량이 증가하고, 자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.","ui/icon/010000/010208.tex",0,1,1,"dk05th_stup0t","dk10ht_sip1c",False,False,False,False,False,False,False,False,False,0,False,False,20,0,True,0,False,False,0,0,False
113,"질풍번개 3","적에게 주는 피해량이 증가하고, 자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.","ui/icon/010000/010209.tex",0,1,1,"dk05th_stup0t","dk10ht_sip2c",False,False,False,False,False,False,False,False,False,0,False,False,30,0,True,0,False,False,0,0,False
114,"날카로운 돌풍","받아넘기기 발동률이 올라간 상태.","ui/icon/010000/010301.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,20,0,False,0,False,False,0,0,False
115,"겹찌르기","적에게 주는 피해량이 증가하는 상태.","ui/icon/010000/010306.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,5,0,False,0,False,False,0,0,False
116,"생명력 쇄도","다음에 사용하는 무기 기술이 반드시 극대화되며, 그 기술로 적에게 준 피해량의 일부를 HP로 흡수하는 상태.","ui/icon/010000/010302.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,False,0,False,False,0,0,False
117,"필사의 각오","적에게 주는 피해량이 증가하지만, 자신이 받는 피해량도 증가하는 상태.","ui/icon/010000/010304.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,10,0,False,0,False,False,0,0,False
118,"꽃잎 폭풍","HP가 서서히 줄어드는 상태.","ui/icon/010000/010307.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,False,False,10,0,False,0,False,False,0,0,False
119,"이단 찌르기","HP가 서서히 줄어드는 상태.","ui/icon/010000/010305.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,False,False,10,0,False,0,False,False,0,0,False
120,"용의 창","다음 '점프' 또는 '척추 강타'가 적에게 주는 피해량이 상승하는 상태.","ui/icon/010000/010303.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,0,0,False,0,False,False,0,0,False
121,"몸통 가르기","찌르기 저항이 떨어진 상태.","ui/icon/012000/012576.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,-5,0,False,0,False,False,0,0,False
