key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
139,"s1f5","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,"라노시아","라노시아","고지 라노시아","s1f5/00","LoadingImage#2",0,1,0,False,20,False,0,True,True,True,False,1021,,,,"QuestBattle#0","청동호수 야영지",-1,0,11,False,0,0,0,5,False,0,False,False
140,"w1f1","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,"다날란","다날란","서부 다날란","w1f1/00","LoadingImage#4",0,1,0,False,9,False,0,True,True,True,False,1036,,,"ArrayEventHandler#852089","QuestBattle#0","지평선 관문",-1,0,12,False,0,0,0,11,False,0,False,False
141,"w1f2","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,"다날란","다날란","중부 다날란","w1f2/00","LoadingImage#4",0,1,0,False,10,False,0,True,True,True,False,1036,,,"ArrayEventHandler#852111","QuestBattle#0","검은솔 정류소",-1,0,13,False,0,0,0,12,False,0,False,False
142,"w1d7_battle","ffxiv/wil_w1/dun/w1d7/level/w1d7",1,"다날란","다날란","할라탈리 수련장","default/00","LoadingImage#4",2,10,81,False,0,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,68,-1,False,0,0,0,0,False,0,False,False
143,"r1fd","ffxiv/roc_r1/fld/r1fd/level/r1fd",1,"커르다스","커르다스","구름길","r1fd/00","LoadingImage#5",2,24,83,False,28,False,2,True,False,False,False,1001,,,,"QuestBattle#0","",-1,88,-1,False,0,0,0,0,False,0,False,False
144,"w1eb","ffxiv/wil_w1/evt/w1eb/level/w1eb",1,"다날란","다날란","골드 소서","w1eb/00","LoadingImage#4",0,23,0,False,0,False,0,True,False,False,False,1143,,,,"QuestBattle#0","골드 소서",-1,77,-1,False,0,0,0,0,False,0,False,False
145,"w1f3","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,"다날란","다날란","동부 다날란","w1f3/00","LoadingImage#4",0,1,0,False,11,False,0,True,True,True,False,1036,,,"ArrayEventHandler#853019","QuestBattle#0","마른뼈 야영지",-1,0,14,False,0,0,0,13,False,0,False,False
146,"w1f4","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,"다날란","다날란","남부 다날란","w1f4/01","LoadingImage#4",0,1,0,False,12,False,0,True,True,True,False,1036,,,"ArrayEventHandler#852388","QuestBattle#0","리틀 알라미고",-1,0,15,False,0,0,0,14,False,0,False,False
147,"w1f5","ffxiv/wil_w1/fld/w1f5/level/w1f5",1,"다날란","다날란","북부 다날란","w1f5/00","LoadingImage#4",0,1,0,False,13,False,0,True,True,True,False,1036,,,"ArrayEventHandler#852014","QuestBattle#0","푸른안개 야영지",-1,0,16,False,0,0,0,15,False,0,False,False
148,"f1f1","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"검은장막 숲","검은장막 숲","검은장막 숲 중부삼림","f1f1/00","LoadingImage#3",0,1,0,False,3,False,0,True,True,True,False,1004,,,"ArrayEventHandler#852246","QuestBattle#0","굽은가지 목장",-1,0,17,False,0,0,0,7,False,0,False,False
149,"z1z3","ffxiv/sea_s1/pvp/s1p5/level/s1p5",4,"라노시아","라노시아","늑대우리 훈련장","s1p5/00","LoadingImage#2",2,28,128,False,65,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,138,-1,True,0,0,0,0,False,0,False,False
150,"l1d1","ffxiv/lak_l1/dun/l1d1/level/l1d1",1,"모르도나","모르도나","묵약의 탑","l1d1/01","LoadingImage#6",2,3,32,False,74,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,87,-1,False,0,0,0,0,False,0,False,False
151,"l1r3","ffxiv/lak_l1/rad/l1r3/level/l1r3",1,"모르도나","모르도나","어둠의 세계","l1r3/00","LoadingImage#6",2,8,111,False,0,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,0,-1,False,0,0,0,0,False,0,False,False
152,"f1f2","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"검은장막 숲","검은장막 숲","검은장막 숲 동부삼림","f1f2/00","LoadingImage#3",0,1,0,False,4,False,0,True,True,True,False,1004,,,"ArrayEventHandler#852446","QuestBattle#0","호손 일가의 산장",-1,0,18,False,0,0,11,8,False,0,False,False
153,"f1f3","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"검은장막 숲","검은장막 숲","검은장막 숲 남부삼림","f1f3/00","LoadingImage#3",0,1,0,False,5,False,0,True,True,True,False,1004,,,"ArrayEventHandler#852244","QuestBattle#0","채석공방",-1,0,19,False,0,0,0,9,False,0,False,False
154,"f1f4","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,"검은장막 숲","검은장막 숲","검은장막 숲 북부삼림","f1f4/00","LoadingImage#3",0,1,0,False,6,False,0,True,True,True,False,1004,,,"ArrayEventHandler#853469","QuestBattle#0","가을박 마을",-1,0,20,False,0,0,0,10,False,0,False,False
155,"r1f1","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,"커르다스","커르다스","커르다스 중앙고지","r1f1/00","LoadingImage#5",0,1,0,False,21,False,1,True,True,True,False,1072,,,"ArrayEventHandler#852247","QuestBattle#0","용머리 전진기지",-1,0,21,False,0,0,10,17,False,0,False,False
156,"l1f1","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,"모르도나","모르도나","모르도나","l1f1/01","LoadingImage#6",0,1,0,False,22,False,0,True,True,True,False,1073,,,"ArrayEventHandler#852412","QuestBattle#0","망자의 종소리",-1,0,22,False,0,0,0,16,False,0,False,False
157,"s1d1","ffxiv/sea_s1/dun/s1d1/level/s1d1",1,"라노시아","라노시아","사스타샤 침식 동굴","s1d1/00","LoadingImage#2",2,3,4,False,0,False,0,True,False,False,False,1032,,,,"QuestBattle#0","",-1,24,-1,False,0,0,0,0,False,0,False,False
158,"s1d2","ffxiv/sea_s1/dun/s1d2/level/s1d2",1,"라노시아","라노시아","브레이플록스의 야영지","s1d2/00","LoadingImage#2",2,3,8,False,0,False,0,True,False,False,False,1033,,,,"QuestBattle#0","",-1,25,-1,False,0,0,0,0,False,0,False,False
159,"s1d3","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,"라노시아","라노시아","방랑자의 궁전","s1d3/00","LoadingImage#2",2,3,10,False,0,False,0,True,False,False,False,1034,,,,"QuestBattle#0","",-1,26,-1,False,0,0,0,0,False,0,False,False
160,"s1d4","ffxiv/sea_s1/dun/s1d4/level/s1d4",1,"라노시아","라노시아","시리우스 대등대","s1d4/01","LoadingImage#2",2,3,17,False,28,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,19,-1,False,0,0,0,0,False,0,False,False
161,"w1d1","ffxiv/wil_w1/dun/w1d1/level/w1d1",1,"다날란","다날란","구리종 광산","w1d1/01","LoadingImage#4",2,3,3,False,0,False,0,True,False,False,False,1047,,,,"QuestBattle#0","",-1,29,-1,False,0,0,0,0,False,0,False,False
162,"w1d2","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,"다날란","다날란","할라탈리 수련장","w1d2/00","LoadingImage#4",2,3,7,False,0,False,0,True,False,False,False,1048,,,,"QuestBattle#0","",-1,30,-1,False,0,0,0,0,False,0,False,False
163,"w1d3","ffxiv/wil_w1/dun/w1d3/level/w1d3",1,"다날란","다날란","카른의 무너진 사원","w1d3/01","LoadingImage#4",2,3,9,False,0,False,0,True,False,False,False,1049,,,,"QuestBattle#0","",-1,13,-1,False,0,0,0,0,False,0,False,False
164,"f1d1","ffxiv/fst_f1/dun/f1d1/level/f1d1",1,"검은장막 숲","검은장막 숲","탐타라 묘소","f1d1/00","LoadingImage#3",2,3,2,False,0,False,0,True,False,False,False,1015,,,,"QuestBattle#0","",-1,28,-1,False,0,0,0,0,False,0,False,False
166,"f1d2","ffxiv/fst_f1/dun/f1d2/level/f1d2",1,"검은장막 숲","검은장막 숲","하우케타 별궁","f1d2/01","LoadingImage#3",2,3,6,False,0,False,0,True,False,False,False,1017,,,,"QuestBattle#0","",-1,32,-1,False,0,0,0,0,False,0,False,False
167,"f1d3","ffxiv/fst_f1/dun/f1d3/level/f1d3",1,"검은장막 숲","검은장막 숲","옛 암다포르 성","f1d3/01","LoadingImage#3",2,3,14,False,28,False,0,True,False,False,False,1018,,,,"QuestBattle#0","",-1,7,-1,False,0,0,0,0,False,0,False,False
168,"r1d1","ffxiv/roc_r1/dun/r1d1/level/r1d1",1,"커르다스","커르다스","돌방패 경계초소","r1d1/00","LoadingImage#5",2,3,11,False,27,False,2,True,False,False,False,1069,,,,"QuestBattle#0","",-1,12,-1,False,0,0,0,0,False,0,False,False
169,"f1r1","ffxiv/fst_f1/rad/f1r1/level/f1r1",1,"검은장막 숲","검은장막 숲","토토라크 감옥","f1r1/00","LoadingImage#3",2,3,1,False,0,False,0,True,False,False,False,1016,,,,"QuestBattle#0","",-1,31,-1,False,0,0,0,0,False,0,False,False
170,"w1r1","ffxiv/wil_w1/rad/w1r1/level/w1r1",1,"다날란","다날란","나무꾼의 비명","w1r1/01","LoadingImage#4",2,3,12,False,0,False,0,True,False,False,False,1050,,,,"QuestBattle#0","",-1,8,-1,False,0,0,0,0,False,0,False,False
171,"r1r1","ffxiv/roc_r1/rad/r1r1/level/r1r1",1,"커르다스","커르다스","제멜 요새","r1r1/01","LoadingImage#5",2,3,13,False,0,False,0,True,False,False,False,1070,,,,"QuestBattle#0","",-1,9,-1,False,0,0,0,0,False,0,False,False
172,"r1r2","ffxiv/roc_r1/rad/r1r2/level/r1r2",1,"커르다스","커르다스","금빛 골짜기","r1r2/00","LoadingImage#5",2,3,5,False,0,False,0,True,False,False,False,1071,,,,"QuestBattle#0","",-1,33,-1,False,0,0,0,0,False,0,False,False
174,"l1r1","ffxiv/lak_l1/rad/l1r1/level/l1r1",1,"모르도나","모르도나","고대인의 미궁","l1r1/01","LoadingImage#6",2,8,92,False,0,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,21,-1,False,0,0,0,0,False,0,False,False
175,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
176,"z1j1","ffxiv/zon_z1/jai/z1j1/level/z1j1",1,"","","모르디온 감옥","default/00","LoadingImage#1",0,5,0,False,0,False,0,False,False,False,False,1001,,,,"QuestBattle#0","늑대우리 부두",-1,0,-1,False,0,0,0,0,False,0,False,False
177,"s1ti","ffxiv/sea_s1/twn/s1ti/level/s1ti",1,"라노시아","림사 로민사","여관 '뒷돛대'","s1ti/00","LoadingImage#2",0,2,0,False,0,False,0,True,False,False,False,5,,,"ArrayEventHandler#852012","QuestBattle#0","림사 로민사 하층 갑판",-1,0,23,False,0,0,0,0,False,0,False,False
178,"w1ti","ffxiv/wil_w1/twn/w1ti/level/w1ti",1,"다날란","울다하","여관 '모래시계'","w1ti/00","LoadingImage#4",0,2,0,False,0,False,0,True,False,False,False,5,,,"ArrayEventHandler#852013","QuestBattle#0","울다하 날 회랑",-1,0,24,False,0,0,0,0,False,0,False,False
179,"f1ti","ffxiv/fst_f1/twn/f1ti/level/f1ti",1,"검은장막 숲","그리다니아","여관 '둥지나무'","f1ti/00","LoadingImage#3",0,2,0,False,0,False,0,True,False,False,False,5,,,"ArrayEventHandler#852098","QuestBattle#0","그리다니아 신시가지",-1,0,25,False,0,0,0,0,False,0,False,False
180,"s1f6","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,"라노시아","라노시아","외지 라노시아","s1f6/00","LoadingImage#2",0,1,0,False,24,False,0,True,True,True,False,1021,,,"ArrayEventHandler#852387","QuestBattle#0","감시대 야영지",-1,0,26,False,0,0,0,6,False,0,False,False
181,"s1t1_opening","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,"라노시아","림사 로민사","림사 로민사","s1t1/01","LoadingImage#2",0,6,0,False,0,False,0,True,False,False,False,1020,,,"ArrayEventHandler#852076","QuestBattle#0","림사 로민사 하층 갑판",1300,0,-1,False,0,0,0,0,False,0,False,False
182,"w1t1_opening","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,"다날란","울다하","울다하 날 회랑","w1t1/01","LoadingImage#4",0,6,0,False,0,False,0,True,False,False,False,1035,,,"ArrayEventHandler#852077","QuestBattle#0","울다하 날 회랑",1300,0,-1,False,0,0,0,0,False,0,False,False
183,"f1t1_opening","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,"검은장막 숲","그리다니아","그리다니아 신시가지","f1t1/00","LoadingImage#3",0,6,0,False,0,False,0,True,False,False,False,1003,,,"ArrayEventHandler#852073","QuestBattle#0","그리다니아 신시가지",1300,0,-1,False,0,0,0,0,False,0,False,False
184,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
185,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
186,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
187,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
188,"s1d8","ffxiv/sea_s1/dun/s1d8/level/s1d8",1,"라노시아","라노시아","방랑자의 궁전","s1d8/00","LoadingImage#2",2,3,30,False,40,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,81,-1,False,0,0,0,0,False,0,False,False
189,"f1d7","ffxiv/fst_f1/dun/f1d7/level/f1d7",1,"검은장막 숲","검은장막 숲","옛 암다포르 성","f1d7/01","LoadingImage#3",2,3,29,False,40,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,79,-1,False,0,0,0,0,False,0,False,False
190,"go002","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"검은장막 숲","검은장막 숲","검은장막 숲 중부삼림","f1f1/00","LoadingImage#3",2,3,43,False,3,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,0,-1,False,0,0,0,0,False,0,False,False
191,"go005","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"검은장막 숲","검은장막 숲","검은장막 숲 동부삼림","f1f2/00","LoadingImage#3",2,3,46,False,4,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,0,-1,False,0,0,0,0,False,0,False,False
192,"go006","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"검은장막 숲","검은장막 숲","검은장막 숲 남부삼림","f1f3/00","LoadingImage#3",2,3,47,False,5,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,0,-1,False,0,0,0,0,False,0,False,False
193,"w1b1","ffxiv/wil_w1/bah/w1b1/level/w1b1",1,"다날란","다날란","라그나로크급 6번함 함체 중앙부","w1b1/00","LoadingImage#4",2,16,107,False,0,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,60,-1,False,0,0,0,0,False,0,False,False
194,"w1b2","ffxiv/wil_w1/bah/w1b2/level/w1b2",1,"다날란","다날란","라그나로크급 6번함 재생 제어 구역","w1b2/00","LoadingImage#4",2,16,108,False,0,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,61,-1,False,0,0,0,0,False,0,False,False
195,"w1b3","ffxiv/wil_w1/bah/w1b3/level/w1b3",1,"다날란","다날란","라그나로크급 6번함 제1함교","w1b3/00","LoadingImage#4",2,17,109,False,0,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,62,-1,False,0,0,0,0,False,0,False,False
196,"w1b4","ffxiv/wil_w1/bah/w1b4/level/w1b4",1,"다날란","다날란","바하무트 핵심부","w1b4/00","LoadingImage#4",2,17,110,False,44,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,63,-1,False,0,0,0,0,False,0,False,False
197,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
198,"s1e4","ffxiv/sea_s1/evt/s1e4/level/s1e4",1,"라노시아","림사 로민사","사령함교: 제독실","s1e4/00","LoadingImage#2",0,15,0,False,14,False,0,True,False,False,False,75,,,"ArrayEventHandler#852801","QuestBattle#0","림사 로민사 하층 갑판",-1,0,-1,False,0,0,0,0,False,0,False,False
199,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
200,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
201,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
202,"w1fa","ffxiv/wil_w1/fld/w1fa/level/w1fa",1,"다날란","다날란","불꽃신의 제단","w1fa/00","LoadingImage#4",2,10,56,False,25,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,5,-1,False,0,0,0,0,False,0,False,False
203,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
204,"f1e4","ffxiv/fst_f1/evt/f1e4/level/f1e4",1,"검은장막 숲","그리다니아","신궁부대 사령실","f1e4/00","LoadingImage#3",0,15,0,False,0,False,0,True,False,False,False,85,,,,"QuestBattle#0","그리다니아 신시가지",-1,0,-1,False,0,0,0,0,False,0,False,False
205,"f1e5","ffxiv/fst_f1/evt/f1e5/level/f1e5",1,"검은장막 숲","그리다니아","말없는 선인의 좌탁","f1e5/00","LoadingImage#3",0,15,0,False,0,False,0,True,False,False,False,73,,,,"QuestBattle#0","그리다니아 신시가지",-1,0,-1,False,0,0,0,0,False,0,False,False
206,"s1fa","ffxiv/sea_s1/fld/s1fa/level/s1fa",1,"라노시아","라노시아","오고모로 화산구 신전","s1fa/00","LoadingImage#2",2,10,57,False,23,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,6,-1,False,0,0,0,0,False,0,False,False
207,"f1fa","ffxiv/fst_f1/fld/f1fa/level/f1fa",1,"검은장막 숲","검은장막 숲","가시 정원","f1fa/00","LoadingImage#3",2,10,66,False,30,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,18,-1,False,0,0,0,0,False,0,False,False
208,"r1fa","ffxiv/roc_r1/fld/r1fa/level/r1fa",1,"커르다스","커르다스","울부짖는 눈 석탑군","r1fa/01","LoadingImage#5",2,10,58,False,26,False,0,True,False,False,False,1001,,,,"QuestBattle#0","",-1,10,-1,False,0,0,0,0,False,0,False,False
209,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,0,,,,"QuestBattle#0","",0,0,0,False,0,0,0,0,False,0,False,False
210,"w1e4","ffxiv/wil_w1/evt/w1e4/level/w1e4",1,"다날란","울다하","은갑옷단 총장실","w1e4/00","LoadingImage#4",0,15,0,False,0,False,0,True,False,False,False,85,,,,"QuestBattle#0","울다하 날 회랑",-1,0,-1,False,0,0,0,0,False,0,False,False
