key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
8,"InstanceContentType#2",0,90,"Brayflox's Longstop","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d210/dunsea1d210",3998421,"Brayflox's Longstop",8,0,False,"","","BNpcBase#1279","Meet a Longstop ally","Arrive in the heart of the Longstop",7,4200,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124832,900,0,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
9,"InstanceContentType#2",0,90,"the Sunken Temple of Qarn","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d310/dunwil1d310",4064743,"The Sunken Temple of Qarn",9,0,False,"","","BNpcBase#1570","Clear the Oratory of Tatamefu II","A statuette has already been placed.",8,4500,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144037,1200,0,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
10,"InstanceContentType#2",0,90,"the Wanderer's Palace","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d310/dunsea1d310",4177426,"The Wanderer's Palace",10,0,False,"","","BNpcBase#1547","Clear Still Waters","Obtain lantern oil",13,0,0,30,0,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,2,40,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
11,"InstanceContentType#2",0,90,"the Stone Vigil","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d110/dunroc1d110",4239689,"Stone Vigil",11,0,False,"","","BNpcBase#1680","Secure the barbican","Defeat Isgebind",10,5100,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178788,1800,14,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
12,"InstanceContentType#2",0,90,"Cutter's Cry","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1r110/dunwil1r110",3690171,"Cutter's Cry",12,0,False,"","","BNpcBase#1590","Slay all the enemies","Clear the Sunken Antechamber",9,4800,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164612,1500,13,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
13,"InstanceContentType#2",0,90,"Dzemael Darkhold","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1r110/dunroc1r110",4229622,"Dzemael Darkhold",13,0,False,"","","BNpcBase#1396","Open the grand hall gate","Deactivate the level IV magitek field",11,5400,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189304,2100,5,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
14,"InstanceContentType#2",0,90,"Amdapor Keep","","","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d310/dunfst1d310",4246570,"Amdapor Keep",14,0,False,"","","BNpcBase#1696","Clear the Gier Hall","Defeat Anantaboga",16,0,0,30,0,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,9,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
15,"InstanceContentType#2",0,120,"Castrum Meridianum","","music/ffxiv/BGM_Con_Teikoku_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d401/dunwil1d401",4248047,"Castrum Meridianum",15,0,False,"","","BNpcBase#0","Darken the searchlight","Damn it, that colossus is enhanced! Hold on─I'll try to think of something!",14,0,0,100,0,126763,200,0,0,0,0,0,25351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,16,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
16,"InstanceContentType#2",0,120,"the Praetorium","","music/ffxiv/BGM_Con_Teikoku_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d502/dunwil1d502",4301613,"The Praetorium",16,0,False,"","","BNpcBase#0","Imperial Identification Key","1...",15,0,0,100,0,318855,200,0,0,0,19430,26325,0,38027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,17,180,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
17,"InstanceContentType#2",0,90,"Pharos Sirius","",,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d410/dunsea1d410",4378111,"Pharos Sirius",17,0,False,"","","BNpcBase#2265","Clear the aether pump","L-Land!? Land ho! Diamanda, I've come...urgh...home...",17,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,8,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
18,"InstanceContentType#2",0,90,"Copperbell Mines (Hard)","","music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d610/dunwil1d610",4481318,"Copperbell Mines",18,0,False,"","","BNpcBase#2289","Clear the Screaming Dark","CUTE WRIGGLY-WIGGLIES!
CRUSH PUNY ONES!",18,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,69,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
19,"InstanceContentType#2",0,90,"Haukke Manor (Hard)","","music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d410/dunfst1d410",4497567,"Haukke Manor",19,0,False,"","","BNpcBase#2346","Clear the White Hall","Tiny Keys",19,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,12,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
20,"InstanceContentType#2",0,90,"Brayflox's Longstop (Hard)","","music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d610/dunsea1d610",4543710,"Brayflox's Longstop",20,0,False,"Knowings of cheesemake is gobbie secret!","All cheese recipes are belong to Illuminati!","BNpcBase#2547","Clear Runstop Frontblock","Illuminati brainfruit is frontmost! Uplanders have no chance to survive! ",22,0,0,50,0,0,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,0,50,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
21,"InstanceContentType#2",0,90,"Halatali (Hard)","",,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d710/dunwil1d710",4569373,"Halatali",21,0,False,"","","BNpcBase#1197","This way lies the first stage! By way of a warm-up, your opponents will be beasts and mammets!","Run, my pretties, lest you feel the searing kiss of my magicks!",21,0,0,50,0,39717,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,0,50,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
22,"InstanceContentType#2",0,90,"the Lost City of Amdapor","",,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d510/dunfst1d510",4574827,"The Lost City of Amdapor",22,0,False,"","","BNpcBase#2564","Clear Halcyon Court","My long slumber...hath weakened me...",20,0,0,50,0,0,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,80,50,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
23,"InstanceContentType#2",0,90,"Hullbreaker Isle","","music/ffxiv/BGM_Dungeon_Lim_06.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d510/dunsea1d510",4685110,"Hullbreaker Isle",23,0,False,"","","BNpcBase#0","Defeat the sifakas","Dismember the arms and tentacles",23,0,0,60,0,39041,25,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,0,55,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
24,"InstanceContentType#2",0,90,"the Tam–Tara Deepcroft (Hard)","","music/ffxiv/BGM_Dungeon_Gri_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d610/dunfst1d610",4660222,"The Tam-Tara Deepcroft",24,0,False,"","","BNpcBase#0","Clear the interring chamber","Aaaaaaaaah!",24,0,0,60,0,0,25,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,68,55,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
25,"InstanceContentType#2",0,90,"the Stone Vigil (Hard)","","music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d210/dunroc1d210",4616677,"Stone Vigil",25,0,False,"","","BNpcBase#0","Slay Gorynich","...D-Down to the last man?
We have failed...",25,0,0,60,0,35324,25,0,0,0,21690,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,15,55,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
26,"InstanceContentType#2",0,90,"the Sunken Temple of Qarn (Hard)","","music/ffxiv/BGM_Dungeon_Uru_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d810/dunwil1d810",4877226,"The Sunken Temple of Qarn",26,0,False,"","","BNpcBase#0","Find a sun sphere","Rumble...rumble...",28,0,0,70,0,0,35,0,0,17322,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,75,60,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
27,"InstanceContentType#2",0,90,"Snowcloak","","music/ffxiv/BGM_Dungeon_Ish_04.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d310/dunroc1d310",4725496,"Snowcloak",27,0,False,"","","BNpcBase#0","Tiny Key","Defeat Fenrir",26,0,0,70,0,0,35,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,74,60,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
28,"InstanceContentType#2",0,90,"Sastasha (Hard)","","music/ffxiv/BGM_Dungeon_Lim_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d710/dunsea1d710",4878743,"Sastasha",28,0,False,"","","BNpcBase#0","Defeat Karlabos","H-How the hells did I miss!? That's <Emphasis>balls</Emphasis>, I tell ye!",27,0,0,70,0,0,35,0,0,0,20282,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,7,60,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
29,"InstanceContentType#2",0,90,"Amdapor Keep (Hard)","","music/ffxiv/BGM_Dungeon_Gri_08.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d710/dunfst1d710",5018469,"Amdapor Keep",29,0,False,"","","BNpcBase#0","Defeat Anchag","5 seconds to Crash Down...",31,0,0,80,0,0,50,0,0,0,27922,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,10,65,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
30,"InstanceContentType#2",0,90,"the Wanderer's Palace (Hard)","","music/ffxiv/BGM_Dungeon_Lim_08.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d810/dunsea1d810",4898011,"The Wanderer's Palace",30,0,False,"","","BNpcBase#0","Save the fleeing tonberries","Sick ones make sickness, Brother!
<Emphasis>Ehehehe, so badly will they ache</Emphasis>!",30,0,0,80,0,0,50,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,3,65,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
31,"InstanceContentType#2",0,90,"the Great Gubal Library","","music/ex1/BGM_EX1_Dungeon_DravaniaL_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d310/dundra2d310",5330512,"The Great Gubal Library",31,0,False,"","","BNpcBase#3930","Defeat the demon tome","Argh, oil everywhere! You shall pay dearly, accursed mortals! ",44,6000,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518400,3600,46,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
32,"InstanceContentType#2",0,90,"the Keeper of the Lake","","music/ffxiv/BGM_Dungeon_Mor_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1d110/dunlak1d110",5073636,"The Keeper of the Lake",32,0,False,"","","BNpcBase#0","Clear the <Emphasis>Agrius</Emphasis> hull","Heh heh heh. So thou art gifted...",29,0,0,80,0,0,50,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,253525,3000,101,65,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
33,"InstanceContentType#2",0,90,"Neverreap","","music/ex1/BGM_EX1_Dungeon_Abaracia_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d210/dunabr2d210",5614685,"Neverreap",33,0,False,"","","BNpcBase#3740","Thunder Eggs","The clouds come, and the skies darken...
No... This cannot...be...",46,0,0,30,0,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,85,40,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
34,"InstanceContentType#2",0,90,"the Vault","","","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunroc/dunroc2d210/dunroc2d210",5578485,"The Vault",34,0,False,"","","BNpcBase#3642","Defeat Ser Adelphel","What!? No... NO!",43,6000,41000,0,0,142376,0,0,0,53266,82044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458254,3480,51,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
35,"InstanceContentType#2",0,90,"the Fractal Continuum","","music/ex1/BGM_EX1_Dungeon_MagicC_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d310/dunabr2d310",5615552,"The Fractal Continuum",35,0,False,"","","BNpcBase#3434","Clear the history gallery","Repository node system failure imminent.
Disabling reality augmentation protocol.",47,0,0,30,0,0,10,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,84,40,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
36,"InstanceContentType#2",0,90,"the Dusk Vigil","","music/ex1/BGM_EX1_Dungeon_IshSebu_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunroc/dunroc2d110/dunroc2d110",5653695,"Dusk Vigil",36,0,False,"","","BNpcBase#3409","Clear the outer training grounds","Clear the keep",40,6000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292645,3120,47,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
37,"InstanceContentType#2",0,90,"Sohm Al","","music/ex1/BGM_EX1_Dungeon_DravaniaH_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d110/dundra2d110",5777405,"Sohm Al",37,0,False,"","","BNpcBase#3798","Defeat Raskovnik","Nidhogg, my beloved...
Avenge me...",41,6000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338349,3240,48,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
38,"InstanceContentType#2",0,90,"the Aetherochemical Research Facility","","music/ex1/BGM_EX1_Dungeon_MagicC_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d110/dunabr2d110",5783033,"Aetherochemical Research Facility",38,0,False,"","","BNpcBase#3823","Clear Analysis and Proving","Assessment complete. Result: Outstanding.
Subject approved for mass production.",45,0,0,100,0,93639,60,0,0,18727,31213,43698,0,0,15,30,45,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,70,50,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
39,"InstanceContentType#2",0,90,"the Aery","","music/ex1/BGM_EX1_Dungeon_DravaniaC_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/heavna/heavna33310/heavna33310",5724514,"The Aery",39,0,False,"","","BNpcBase#3458","Clear the Aery exterior","Tremble at my fury!",42,6000,32000,0,0,130700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398222,3360,49,100,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
40,"InstanceContentType#2",0,90,"Pharos Sirius (Hard)","","music/ex1/BGM_EX1_Dungeon_Sirius_Lighthouse.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunsea/dunsea1d910/dunsea1d910",5963638,"Pharos Sirius",40,0,False,"","","BNpcBase#4576","Arrive in the fuel chamber","Secure Incubator 66",49,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,52,40,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
41,"InstanceContentType#2",0,90,"Saint Mocianne's Arboretum","","music/ex1/BGM_EX1_Dungeon_botanical_gardens.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d410/dundra2d410",6034561,"Saint Mocianne's Arboretum",41,0,False,"","","BNpcBase#4658","Clear Telmatology","Clear the Study",48,0,0,40,0,0,15,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,53,40,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
42,"InstanceContentType#2",0,90,"the Lost City of Amdapor (Hard)","","music/ex1/BGM_EX1_Dungeon_Komuda2.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunfst/dunfst1d810/dunfst1d810",6159126,"The Lost City of Amdapor",140,0,False,"","","BNpcBase#4747","Unfortunate eggs destroyed","This...cannot...be...
My purpose...is failed...",51,0,0,50,0,53092,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,72,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
43,"InstanceContentType#2",0,90,"the Antitower","","music/ex1/BGM_EX1_Dungeon_DravaniaL_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d510/dundra2d510",6168797,"The Antitower",141,0,False,"","","BNpcBase#0","Clear the Manifest","",50,0,0,50,0,0,20,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,71,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
44,"InstanceContentType#2",0,90,"Sohr Khai","","music/ex1/BGM_EX1_Dungeon_DravaniaC_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d610/dundra2d610",6258659,"Sohr Khai",171,0,False,"","","BNpcBase#4954","Overcome Unsevered Despair","Thou art formidable...
But canst thou endure until the bitter end?",52,0,0,60,0,0,25,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,83,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
45,"InstanceContentType#2",0,90,"Hullbreaker Isle (Hard)","","music/ex1/BGM_EX1_Dungeon_Hullbreaker_Hard.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunsea/dunsea1da10/dunsea1da10",6245779,"Hullbreaker Isle",172,0,False,"","","BNpcBase#0","Clear the Hell of Howls","Nothin' gets the blood pumpin' like scrappin' with a pack o' ravenous beasties!",53,0,0,60,0,70790,25,0,0,27530,42138,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,82,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
46,"InstanceContentType#2",0,90,"Xelphatol","","music/ex1/BGM_EX1_Dungeon_Xelphatol.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunroc/dunroc2d310/dunroc2d310",6399476,"Xelphatol",182,0,False,"","","BNpcBase#5272","Arrive at the Cage","From wrath of mighty Garuda, reprieve there is not! Squaaawk!",54,0,0,70,0,0,35,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,91,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
47,"InstanceContentType#2",0,90,"the Great Gubal Library (Hard)","","music/ex1/BGM_EX1_Dungeon_DravaniaL_04.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d710/dundra2d710",6331749,"The Great Gubal Library",196,0,False,"","","BNpcBase#5219","Arrive in the Hall of Magicks","1 second until Meteor impact...",55,0,0,70,0,0,35,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,90,45,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
48,"InstanceContentType#2",0,90,"Baelsar's Wall","","music/ex1/BGM_EX1_Dungeon_Gri_09.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunfst/dunfst1da10/dunfst1da10",6562680,"Baelsar's Wall",219,0,False,"","","BNpcBase#5564","Clear all barricades","Imperial identification keys",56,0,0,80,0,56280,50,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,562000,3600,104,50,0,"InstanceContentBuff#0","",0,-1,0,0,0,0,False
