key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
27,"Accuracy Up","Accuracy is enhanced.","ui/icon/015000/015060.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
28,"Accuracy Down","Accuracy is reduced.","ui/icon/015000/015061.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
29,"Defense Up","Defense is enhanced.","ui/icon/015000/015052.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
30,"Defense Down","Defense is reduced.","ui/icon/015000/015053.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
31,"Evasion Up","Evasion is enhanced.","ui/icon/015000/015062.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
32,"Evasion Down","Evasion is reduced.","ui/icon/015000/015063.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
33,"Attack Magic Potency Up","Attack magic potency is enhanced.","ui/icon/015000/015054.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
34,"Attack Magic Potency Down","Attack magic potency is reduced.","ui/icon/015000/015055.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
35,"Healing Potency Up","Healing magic potency is enhanced.","ui/icon/015000/015058.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
36,"Healing Potency Down","Healing magic potency is reduced.","ui/icon/015000/015059.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
37,"Magic Defense Up","Magic defense is enhanced.","ui/icon/015000/015056.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
38,"Magic Defense Down","Magic defense is reduced.","ui/icon/015000/015057.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
39,"Stun Resistance","Immune to stun effects.","ui/icon/015000/015566.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,100,False,False,False,100,0,False,0,False,False,0,0,False
40,"Silence Resistance","Immune to silence effects.","ui/icon/015000/015567.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,100,False,False,False,100,0,False,0,False,False,0,0,False
41,"Crafting Facility","Maximum CP is increased for crafters level 70 or below.","ui/icon/016000/016107.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
42,"The Echo","Maximum HP, damage dealt, and HP recovered via healing magic and actions are increased.","ui/icon/016000/016207.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,False,15,0,False,0,False,False,0,0,False
43,"Weakness","Strength, dexterity, intelligence, and mind are reduced by 25%.","ui/icon/015000/015010.tex",0,1,2,"","",False,False,False,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
44,"Brink of Death","Strength, dexterity, intelligence, and mind are reduced by 50%.","ui/icon/015000/015011.tex",0,1,2,"","",False,False,False,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
45,"Crafter's Grace","Increased experience point gains as a Disciple of the Hand.","ui/icon/016000/016106.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,True,False,False,0,0,False,0,False,False,0,0,False
46,"Gatherer's Grace","Increased experience point gains as a Disciple of the Land.","ui/icon/016000/016006.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,True,False,False,0,0,False,0,False,False,0,0,False
47,"Sneak","You tread carefully, making nary a sound. Enemies up to 4 levels higher than you are oblivious to your presence.","ui/icon/016000/016015.tex",0,1,1,"dk05th_stup0t","ab_stealth_gaz0t",False,False,False,False,False,False,False,True,True,2,False,False,False,0,0,False,0,False,False,0,36,False
48,"Well Fed","Enjoying the benefits of a full belly.","ui/icon/016000/016202.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,True,False,False,1,0,False,0,False,False,0,0,False
49,"Medicated","Performance is being enhanced by a medicinal item.","ui/icon/016000/016203.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,2,0,False,0,False,False,0,0,False
50,"Sprint","Movement speed is increased.","ui/icon/010000/010101.tex",0,1,1,"","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,6,False
51,"Strength Down","Strength is reduced.","ui/icon/015000/015080.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-5,0,False,0,False,False,0,0,False
52,"Vitality Down","Vitality is reduced.","ui/icon/015000/015082.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-5,0,False,0,False,False,0,0,False
53,"Physical Damage Up","Physical damage dealt is increased.","ui/icon/015000/015050.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
54,"Physical Damage Down","Physical damage dealt is reduced.","ui/icon/015000/015051.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
55,"Physical Vulnerability Down","Physical damage taken is reduced.","ui/icon/015000/015052.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,-10,0,False,0,False,False,0,0,False
56,"Physical Vulnerability Up","Physical damage taken is increased.","ui/icon/015000/015053.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,10,0,False,0,False,False,0,0,False
57,"Magic Damage Up","Magic damage dealt is increased.","ui/icon/015000/015054.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
58,"Magic Damage Down","Magic damage dealt is reduced.","ui/icon/015000/015055.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
59,"Magic Vulnerability Down","Magic damage taken is reduced.","ui/icon/015000/015056.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,-10,0,False,0,False,False,0,0,False
60,"Magic Vulnerability Up","Magic damage taken is increased.","ui/icon/015000/015057.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,10,0,False,0,False,False,0,0,False
61,"Damage Up","Damage dealt is increased.","ui/icon/015000/015519.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
62,"Damage Down","Damage dealt is reduced.","ui/icon/015000/015520.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-10,0,False,0,False,False,0,0,False
63,"Vulnerability Down","Damage taken is reduced.","ui/icon/015000/015021.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,-10,0,False,0,False,False,0,0,False
64,"Vulnerability Up","Damage taken is increased.","ui/icon/015000/015020.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,10,0,False,0,False,False,0,0,False
65,"Critical Skill","All weaponskills are dealing critical damage.","ui/icon/015000/015016.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,0,0,False,0,False,False,0,0,False
66,"Terror","Frozen with fear and unable to execute actions.","ui/icon/015000/015516.tex",0,1,2,"dk05ht_tel0h","",True,False,True,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
67,"Leaden","Movement speed is reduced, and cannot be restored by normal means.","ui/icon/015000/015518.tex",0,1,2,"dk05ht_grv0h","dk10ht_grv0h",False,False,False,False,False,False,False,True,True,100,False,False,False,0,1,False,0,False,False,0,0,False
68,"Drainstrikes","Auto-attacks are generating an <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Absorb HP<UIGlow>01</UIGlow><UIForeground>01</UIForeground> effect.","ui/icon/015000/015504.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,10,0,False,0,False,False,0,0,False
69,"Aspirstrikes","Auto-attacks are generating an <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Absorb MP<UIGlow>01</UIGlow><UIForeground>01</UIForeground> effect.","ui/icon/015000/015505.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,100,0,False,0,False,False,0,0,False
70,"Stunstrikes","Auto-attacks may stun target.","ui/icon/015000/015506.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,176,0,False,0,False,False,0,0,False
71,"Rampart","Damage taken is reduced.","ui/icon/010000/010152.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,-10,0,False,0,False,False,0,0,False
72,"Convalescence","HP recovery via healing magic is increased.","ui/icon/010000/010157.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,20,0,False,0,False,False,0,0,False
73,"Awareness","Cannot suffer critical damage.","ui/icon/013000/013916.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
74,"Sentinel","Damage taken is reduced.","ui/icon/010000/010151.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,-20,0,False,0,False,False,0,0,False
75,"Tempered Will","Immune to most knockback and draw-in effects.","ui/icon/010000/010153.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
76,"Fight or Flight","Physical damage dealt is increased.","ui/icon/010000/010155.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
77,"Bulwark","Block rate is increased.","ui/icon/010000/010156.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,90,0,False,0,False,False,0,0,False
78,"Sword Oath","Auto-attacks are enhanced.","ui/icon/012000/012505.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,False,100,0,True,0,False,False,0,0,False
79,"Iron Will","Enmity is increased.","ui/icon/012000/012506.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,False,500,0,True,0,False,False,0,0,False
80,"Cover","Protecting a party member.","ui/icon/012000/012501.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,False,False,False,0,0,True,0,False,False,0,0,False
81,"Covered","Under the protection of a party member.","ui/icon/012000/012502.tex",0,20,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,False,False,False,0,0,True,0,False,False,0,35,False
82,"Hallowed Ground","Impervious to most attacks.","ui/icon/012000/012504.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,70,False,False,False,0,0,False,0,False,False,0,0,False
83,"Foresight","Defense is increased.","ui/icon/010000/010252.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
84,"Bloodbath","Physical attacks generate HP equal to a portion of damage dealt.","ui/icon/013000/013913.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,25,0,False,0,False,False,0,0,False
85,"Maim","Damage dealt is increased.","ui/icon/010000/010262.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
86,"Berserk","All attacks are both critical and direct hits.","ui/icon/010000/010253.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,100,0,False,0,False,False,0,0,False
87,"Thrill of Battle","Maximum HP is increased.
Enhanced Thrill of Battle Effect: HP recovery via healing actions is increased.","ui/icon/010000/010254.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,False,False,False,10,0,False,0,False,False,0,0,False
88,"Holmgang","Unable to move until effect fades.","ui/icon/010000/010255.tex",0,1,2,"dk05th_stdn0t","",True,False,False,False,False,False,False,False,False,100,False,False,False,0,0,False,0,False,False,0,0,False
89,"Vengeance","Inflicting a portion of sustained damage back to its source.","ui/icon/010000/010256.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,False,False,False,25,0,False,0,False,False,0,0,False
90,"Storm's Eye","Damage dealt is increased.","ui/icon/010000/010263.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
91,"Defiance","Enmity is increased.","ui/icon/012000/012551.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,False,500,0,True,0,False,False,0,0,False
92,"Unchained","Damage penalty inflicted by <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Defiance<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is nullified.","ui/icon/012000/012552.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
93,"Wrath","Chance to parry is increased.","ui/icon/010000/010257.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,False,2,0,False,0,False,False,0,0,False
94,"Wrath II","Chance to parry is increased.","ui/icon/010000/010258.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,False,4,0,False,0,False,False,0,0,False
95,"Wrath III","Chance to parry is increased.","ui/icon/010000/010259.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,False,6,0,False,0,False,False,0,0,False
96,"Wrath IV","Chance to parry is increased.","ui/icon/010000/010260.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,False,8,0,False,0,False,False,0,0,False
97,"Infuriated","Chance to parry is increased.","ui/icon/010000/010261.tex",0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
98,"Dragon Kick","Blunt resistance is reduced.","ui/icon/010000/010215.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-5,0,False,0,False,False,0,0,False
99,"Featherfoot","Evasion is enhanced.","ui/icon/010000/010201.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
100,"Internal Release","Critical hit rate is increased.","ui/icon/010000/010204.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
101,"Twin Snakes","Damage dealt is increased.","ui/icon/010000/010216.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
102,"Mantra","HP recovery via healing actions is increased.","ui/icon/010000/010206.tex",0,41,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,False,False,False,5,0,False,0,False,False,0,0,False
103,"Fists of Fire","Damage dealt is increased.","ui/icon/010000/010202.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,False,5,0,True,528,False,False,0,0,False
104,"Fists of Earth","Damage taken is reduced.","ui/icon/010000/010203.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,False,-10,0,True,528,False,False,0,0,False
105,"Fists of Wind","Movement speed is increased.","ui/icon/012000/012526.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,False,False,False,0,0,True,528,False,False,0,0,False
106,"Touch of Death","Organs are failing, causing damage over time.","ui/icon/010000/010211.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
107,"Opo-opo Form","Employing the <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>opo-opo<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fighting stance.","ui/icon/010000/010212.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,True,528,False,False,0,0,False
108,"Raptor Form","Employing the <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>raptor<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fighting stance.","ui/icon/010000/010213.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,True,528,False,False,0,0,False
109,"Coeurl Form","Employing the <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>coeurl<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fighting stance.","ui/icon/010000/010214.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,True,528,False,False,0,0,False
110,"Perfect Balance","Employing all three pugilistic fighting stances─opo-opo, raptor, and coeurl.","ui/icon/010000/010217.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,True,528,False,False,0,0,False
111,"Greased Lightning","Damage dealt is increased, while weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay are reduced.","ui/icon/010000/010207.tex",0,1,1,"dk05th_stup0t","dk10ht_sip0c",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,True,0,False,False,0,0,False
112,"Greased Lightning II","Damage dealt is increased, while weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay are reduced.","ui/icon/010000/010208.tex",0,1,1,"dk05th_stup0t","dk10ht_sip1c",False,False,False,False,False,False,False,False,False,0,False,False,False,20,0,True,0,False,False,0,0,False
113,"Greased Lightning III","Damage dealt is increased, while weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay are reduced.","ui/icon/010000/010209.tex",0,1,1,"dk05th_stup0t","dk10ht_sip2c",False,False,False,False,False,False,False,False,False,0,False,False,False,30,0,True,0,False,False,0,0,False
114,"Keen Flurry","Chance to parry is increased.","ui/icon/010000/010301.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,20,0,False,0,False,False,0,0,False
115,"Heavy Thrust","Damage dealt is increased.","ui/icon/010000/010306.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,5,0,False,0,False,False,0,0,False
116,"Life Surge","Next weaponskill will result in a critical hit with a portion of the resulting damage being absorbed as HP.","ui/icon/010000/010302.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
117,"Blood for Blood","Damage dealt and damage taken are increased.","ui/icon/010000/010304.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
118,"Chaos Thrust","Wounds are bleeding, causing damage over time.","ui/icon/010000/010307.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
119,"Phlebotomize","Wounds are bleeding, causing damage over time.","ui/icon/010000/010305.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
120,"Power Surge","Damage is increased for next Jump or Spineshatter Dive.","ui/icon/010000/010303.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
121,"Disembowel","Piercing resistance is reduced.","ui/icon/012000/012576.tex",0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,False,False,False,-5,0,False,0,False,False,0,0,False
122,"Straight Shot Ready","Able to execute <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Straight Shot<UIGlow>01</UIGlow><UIForeground>01</UIForeground>.","ui/icon/010000/010365.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,0,0,False,0,False,False,0,0,False
123,"Hawk's Eye","Dexterity is increased and all attacks are guaranteed to land.","ui/icon/010000/010351.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
124,"Venomous Bite","Toxins are causing damage over time.","ui/icon/010000/010352.tex",0,1,2,"dk05ht_poi0s","",False,False,False,False,False,False,True,False,False,10,False,False,True,10,0,False,0,False,False,0,0,False
125,"Raging Strikes","Damage dealt is increased.","ui/icon/010000/010354.tex",0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,False,False,False,10,0,False,0,False,False,0,0,False
