key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
16,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
17,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
18,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
19,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
20,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
21,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
22,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
24,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
25,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
26,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
27,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
28,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
29,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
128,"s1t1","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,"ラノシア","リムサ・ロミンサ市街","リムサ・ロミンサ：上甲板層","s1t1/01","LoadingImage#2",0,0,0,False,14,True,0,True,False,False,False,,,,"ArrayEventHandler#852085","QuestBattle#0","リムサ・ロミンサ：下甲板層",-1,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
129,"s1t2","ffxiv/sea_s1/twn/s1t2/level/s1t2",1,"ラノシア","リムサ・ロミンサ市街","リムサ・ロミンサ：下甲板層","s1t2/01","LoadingImage#2",0,0,0,False,15,True,0,True,False,False,False,,,,"ArrayEventHandler#852088","QuestBattle#0","リムサ・ロミンサ：下甲板層",-1,0,1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
130,"w1t1","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,"ザナラーン","ウルダハ市街","ウルダハ：ナル回廊","w1t1/01","LoadingImage#4",0,0,0,False,7,True,0,True,False,False,False,,,,"ArrayEventHandler#852086","QuestBattle#0","ウルダハ：ナル回廊",-1,0,2,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
131,"w1t2","ffxiv/wil_w1/twn/w1t2/level/w1t2",1,"ザナラーン","ウルダハ市街","ウルダハ：ザル回廊","w1t2/01","LoadingImage#4",0,0,0,False,8,True,0,True,False,False,False,,,,"ArrayEventHandler#853381","QuestBattle#0","ウルダハ：ナル回廊",-1,0,3,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
132,"f1t1","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,"黒衣森","グリダニア市街","グリダニア：新市街","f1t1/00","LoadingImage#3",0,0,0,False,1,True,0,True,False,False,False,,,,"ArrayEventHandler#852087","QuestBattle#0","グリダニア：新市街",-1,2,4,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
133,"f1t2","ffxiv/fst_f1/twn/f1t2/level/f1t2",1,"黒衣森","グリダニア市街","グリダニア：旧市街","f1t2/00","LoadingImage#3",0,0,0,False,2,True,0,True,False,False,False,,,,"ArrayEventHandler#852103","QuestBattle#0","グリダニア：新市街",-1,0,5,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
134,"s1f1","ffxiv/sea_s1/fld/s1f1/level/s1f1",1,"ラノシア","ラノシア","中央ラノシア","s1f1/00","LoadingImage#2",0,1,0,False,16,False,0,True,True,True,False,,,,"ArrayEventHandler#852316","QuestBattle#0","サマーフォード庄",-1,0,6,False,"新生エオルゼア",0,0,19,"クラクシオの決意",False,False,0,False,False,False
135,"s1f2","ffxiv/sea_s1/fld/s1f2/level/s1f2",1,"ラノシア","ラノシア","低地ラノシア","s1f2/00","LoadingImage#2",0,1,0,False,17,False,0,True,True,True,False,,,,"ArrayEventHandler#853721","QuestBattle#0","モラビー造船廠",-1,0,7,False,"新生エオルゼア",0,0,19,"クラクシオの決意",False,False,0,False,False,False
136,"s1h1_test","ffxiv/sea_s1/hou/s1h1/level/s1h1",1,"ラノシア","ラノシア","ミスト・ヴィレッジ","s1h1/01","LoadingImage#2",0,0,0,False,14,False,0,False,False,False,False,,,,,"QuestBattle#0","リムサ・ロミンサ：下甲板層",-1,0,8,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
137,"s1f3","ffxiv/sea_s1/fld/s1f3/level/s1f3",1,"ラノシア","ラノシア","東ラノシア","s1f3/01","LoadingImage#2",0,1,0,False,18,False,0,True,True,True,False,,,,"ArrayEventHandler#853427","QuestBattle#0","コスタ・デル・ソル",-1,0,9,False,"新生エオルゼア",0,0,19,"永遠なる海雄旅団",False,False,0,False,False,False
138,"s1f4","ffxiv/sea_s1/fld/s1f4/level/s1f4",1,"ラノシア","ラノシア","西ラノシア","s1f4/00","LoadingImage#2",0,1,0,False,19,False,0,True,True,True,False,,,,"ArrayEventHandler#852317","QuestBattle#0","スウィフトパーチ入植地",-1,0,10,False,"新生エオルゼア",0,0,19,"狂気の歌声",False,False,0,False,False,False
139,"s1f5","ffxiv/sea_s1/fld/s1f5/level/s1f5",1,"ラノシア","ラノシア","高地ラノシア","s1f5/00","LoadingImage#2",0,1,0,False,20,False,0,True,True,True,False,,,,,"QuestBattle#0","キャンプ・ブロンズレイク",-1,0,11,False,"新生エオルゼア",0,0,19,"憤怒の岩神タイタン",False,False,0,False,False,False
140,"w1f1","ffxiv/wil_w1/fld/w1f1/level/w1f1",1,"ザナラーン","ザナラーン","西ザナラーン","w1f1/00","LoadingImage#4",0,1,0,False,9,False,0,True,True,True,False,,,,"ArrayEventHandler#852089","QuestBattle#0","ホライズン",-1,0,12,False,"新生エオルゼア",0,0,19,"クラクシオの決意",False,False,0,False,False,False
141,"w1f2","ffxiv/wil_w1/fld/w1f2/level/w1f2",1,"ザナラーン","ザナラーン","中央ザナラーン","w1f2/00","LoadingImage#4",0,1,0,False,10,False,0,True,True,True,False,,,,"ArrayEventHandler#852111","QuestBattle#0","ブラックブラッシュ停留所",-1,0,13,False,"新生エオルゼア",0,0,19,"クラクシオの決意",False,False,0,False,False,False
142,"w1d7_battle","ffxiv/wil_w1/dun/w1d7/level/w1d7",1,"ザナラーン","ザナラーン","ハラタリ修練所","default/00","LoadingImage#4",2,10,81,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,68,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
143,"r1fd","ffxiv/roc_r1/fld/r1fd/level/r1fd",1,"クルザス","クルザス","雲廊","r1fd/00","LoadingImage#5",2,24,83,False,28,False,2,True,False,False,False,,,,,"QuestBattle#0","",-1,88,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
144,"w1eb","ffxiv/wil_w1/evt/w1eb/level/w1eb",1,"ザナラーン","ザナラーン","ゴールドソーサー","w1eb/00","LoadingImage#4",0,23,0,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","ゴールドソーサー",-1,77,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
145,"w1f3","ffxiv/wil_w1/fld/w1f3/level/w1f3",1,"ザナラーン","ザナラーン","東ザナラーン","w1f3/00","LoadingImage#4",0,1,0,False,11,False,0,True,True,True,False,,,,"ArrayEventHandler#853019","QuestBattle#0","キャンプ・ドライボーン",-1,0,14,False,"新生エオルゼア",0,0,19,"彼方より来たりて",False,False,0,False,False,False
146,"w1f4","ffxiv/wil_w1/fld/w1f4/level/w1f4",1,"ザナラーン","ザナラーン","南ザナラーン","w1f4/01","LoadingImage#4",0,1,0,False,12,False,0,True,True,True,False,,,,"ArrayEventHandler#852388","QuestBattle#0","リトルアラミゴ",-1,0,15,False,"新生エオルゼア",0,0,19,"ラムトンウォームの肉",False,False,0,False,False,False
147,"w1f5","ffxiv/wil_w1/fld/w1f5/level/w1f5",1,"ザナラーン","ザナラーン","北ザナラーン","w1f5/00","LoadingImage#4",0,1,0,False,13,False,0,True,True,True,False,,,,"ArrayEventHandler#852014","QuestBattle#0","キャンプ・ブルーフォグ",-1,0,16,False,"新生エオルゼア",0,0,19,"究極幻想アルテマウェポン",False,False,0,False,False,False
148,"f1f1","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00","LoadingImage#3",0,1,0,False,3,False,0,True,True,True,False,,,,"ArrayEventHandler#852246","QuestBattle#0","ベントブランチ牧場",-1,0,17,False,"新生エオルゼア",0,0,19,"クラクシオの決意",False,False,0,False,False,False
149,"z1z3","ffxiv/sea_s1/pvp/s1p5/level/s1p5",4,"ラノシア","ラノシア","ウルヴズジェイル演習場","s1p5/00","LoadingImage#2",2,28,128,False,65,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,138,-1,True,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
150,"l1d1","ffxiv/lak_l1/dun/l1d1/level/l1d1",1,"モードゥナ","モードゥナ","黙約の塔","l1d1/01","LoadingImage#6",2,3,32,False,74,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,87,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
151,"l1r3","ffxiv/lak_l1/rad/l1r3/level/l1r3",1,"モードゥナ","モードゥナ","闇の世界","l1r3/00","LoadingImage#6",2,8,111,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
152,"f1f2","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"黒衣森","黒衣森","黒衣森：東部森林","f1f2/00","LoadingImage#3",0,1,0,False,4,False,0,True,True,True,False,,,,"ArrayEventHandler#852446","QuestBattle#0","ホウソーン家の山塞",-1,0,18,False,"新生エオルゼア",0,11,19,"クラクシオの決意",False,False,0,False,False,False
153,"f1f3","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"黒衣森","黒衣森","黒衣森：南部森林","f1f3/00","LoadingImage#3",0,1,0,False,5,False,0,True,True,True,False,,,,"ArrayEventHandler#852244","QuestBattle#0","クォーリーミル",-1,0,19,False,"新生エオルゼア",0,0,19,"リトルアラミゴ再び",False,False,0,False,False,False
154,"f1f4","ffxiv/fst_f1/fld/f1f4/level/f1f4",1,"黒衣森","黒衣森","黒衣森：北部森林","f1f4/00","LoadingImage#3",0,1,0,False,6,False,0,True,True,True,False,,,,"ArrayEventHandler#853469","QuestBattle#0","フォールゴウド",-1,0,20,False,"新生エオルゼア",0,0,19,"推理は踊る",False,False,0,False,False,False
155,"r1f1","ffxiv/roc_r1/fld/r1f1/level/r1f1",1,"クルザス","クルザス","クルザス中央高地","r1f1/00","LoadingImage#5",0,1,0,False,21,False,1,True,True,True,False,,,,"ArrayEventHandler#852247","QuestBattle#0","キャンプ・ドラゴンヘッド",-1,0,21,False,"新生エオルゼア",0,10,19,"ストーンヴィジルに眠る翼",False,False,0,False,False,False
156,"l1f1","ffxiv/lak_l1/fld/l1f1/level/l1f1",1,"モードゥナ","モードゥナ","モードゥナ","l1f1/01","LoadingImage#6",0,1,0,False,22,False,0,True,True,True,False,,,,"ArrayEventHandler#852412","QuestBattle#0","レヴナンツトール",-1,0,22,False,"新生エオルゼア",0,0,19,"魔導兵器のみる夢",False,False,0,False,False,False
157,"s1d1","ffxiv/sea_s1/dun/s1d1/level/s1d1",1,"ラノシア","ラノシア","サスタシャ浸食洞","s1d1/00","LoadingImage#2",2,3,4,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,24,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
158,"s1d2","ffxiv/sea_s1/dun/s1d2/level/s1d2",1,"ラノシア","ラノシア","ブレイフロクスの野営地","s1d2/00","LoadingImage#2",2,3,8,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,25,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
159,"s1d3","ffxiv/sea_s1/dun/s1d3/level/s1d3",1,"ラノシア","ラノシア","ワンダラーパレス","s1d3/00","LoadingImage#2",2,3,10,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,26,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
160,"s1d4","ffxiv/sea_s1/dun/s1d4/level/s1d4",1,"ラノシア","ラノシア","シリウス大灯台","s1d4/01","LoadingImage#2",2,3,17,False,28,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,19,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
161,"w1d1","ffxiv/wil_w1/dun/w1d1/level/w1d1",1,"ザナラーン","ザナラーン","カッパーベル銅山","w1d1/01","LoadingImage#4",2,3,3,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,29,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
162,"w1d2","ffxiv/wil_w1/dun/w1d2/level/w1d2",1,"ザナラーン","ザナラーン","ハラタリ修練所","w1d2/00","LoadingImage#4",2,3,7,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,30,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
163,"w1d3","ffxiv/wil_w1/dun/w1d3/level/w1d3",1,"ザナラーン","ザナラーン","カルン埋没寺院","w1d3/01","LoadingImage#4",2,3,9,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,13,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
164,"f1d1","ffxiv/fst_f1/dun/f1d1/level/f1d1",1,"黒衣森","黒衣森","タムタラの墓所","f1d1/00","LoadingImage#3",2,3,2,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,28,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
166,"f1d2","ffxiv/fst_f1/dun/f1d2/level/f1d2",1,"黒衣森","黒衣森","ハウケタ御用邸","f1d2/01","LoadingImage#3",2,3,6,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,32,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
167,"f1d3","ffxiv/fst_f1/dun/f1d3/level/f1d3",1,"黒衣森","黒衣森","古城アムダプール","f1d3/01","LoadingImage#3",2,3,14,False,28,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,7,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
168,"r1d1","ffxiv/roc_r1/dun/r1d1/level/r1d1",1,"クルザス","クルザス","ストーンヴィジル","r1d1/00","LoadingImage#5",2,3,11,False,27,False,2,True,False,False,False,,,,,"QuestBattle#0","",-1,12,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
169,"f1r1","ffxiv/fst_f1/rad/f1r1/level/f1r1",1,"黒衣森","黒衣森","トトラクの千獄","f1r1/00","LoadingImage#3",2,3,1,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,31,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
170,"w1r1","ffxiv/wil_w1/rad/w1r1/level/w1r1",1,"ザナラーン","ザナラーン","カッターズクライ","w1r1/01","LoadingImage#4",2,3,12,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,8,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
171,"r1r1","ffxiv/roc_r1/rad/r1r1/level/r1r1",1,"クルザス","クルザス","ゼーメル要塞","r1r1/01","LoadingImage#5",2,3,13,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,9,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
172,"r1r2","ffxiv/roc_r1/rad/r1r2/level/r1r2",1,"クルザス","クルザス","オーラムヴェイル","r1r2/00","LoadingImage#5",2,3,5,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,33,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
174,"l1r1","ffxiv/lak_l1/rad/l1r1/level/l1r1",1,"モードゥナ","モードゥナ","古代の民の迷宮","l1r1/01","LoadingImage#6",2,8,92,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,21,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
175,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
176,"z1j1","ffxiv/zon_z1/jai/z1j1/level/z1j1",1,"","","モルディオン監獄","default/00","LoadingImage#1",0,5,0,False,0,False,0,False,False,False,False,,,,,"QuestBattle#0","ウルヴズジェイル係船場",-1,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
177,"s1ti","ffxiv/sea_s1/twn/s1ti/level/s1ti",1,"ラノシア","リムサ・ロミンサ市街","宿屋「ミズンマスト」","s1ti/00","LoadingImage#2",0,2,0,False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852012","QuestBattle#0","リムサ・ロミンサ：下甲板層",-1,0,23,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
178,"w1ti","ffxiv/wil_w1/twn/w1ti/level/w1ti",1,"ザナラーン","ウルダハ市街","宿屋「砂時計亭」","w1ti/00","LoadingImage#4",0,2,0,False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852013","QuestBattle#0","ウルダハ：ナル回廊",-1,0,24,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
179,"f1ti","ffxiv/fst_f1/twn/f1ti/level/f1ti",1,"黒衣森","グリダニア市街","旅館「とまり木」","f1ti/00","LoadingImage#3",0,2,0,False,0,False,0,True,False,False,False,"music/ffxiv/BGM_Town_Rest_01.scd",,,"ArrayEventHandler#852098","QuestBattle#0","グリダニア：新市街",-1,0,25,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
180,"s1f6","ffxiv/sea_s1/fld/s1f6/level/s1f6",1,"ラノシア","ラノシア","外地ラノシア","s1f6/00","LoadingImage#2",0,1,0,False,24,False,0,True,True,True,False,,,,"ArrayEventHandler#852387","QuestBattle#0","キャンプ・オーバールック",-1,0,26,False,"新生エオルゼア",0,0,19,"憤怒の岩神タイタン",False,False,0,False,False,False
181,"s1t1_opening","ffxiv/sea_s1/twn/s1t1/level/s1t1",1,"ラノシア","リムサ・ロミンサ市街","リムサ・ロミンサ","s1t1/01","LoadingImage#2",0,6,0,False,0,False,0,True,False,False,False,,,,"ArrayEventHandler#852076","QuestBattle#0","リムサ・ロミンサ：下甲板層",1300,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
182,"w1t1_opening","ffxiv/wil_w1/twn/w1t1/level/w1t1",1,"ザナラーン","ウルダハ市街","ウルダハ：ナル回廊","w1t1/01","LoadingImage#4",0,6,0,False,0,False,0,True,False,False,False,,,,"ArrayEventHandler#852077","QuestBattle#0","ウルダハ：ナル回廊",1300,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
183,"f1t1_opening","ffxiv/fst_f1/twn/f1t1/level/f1t1",1,"黒衣森","グリダニア市街","グリダニア：新市街","f1t1/00","LoadingImage#3",0,6,0,False,0,False,0,True,False,False,False,,,,"ArrayEventHandler#852073","QuestBattle#0","グリダニア：新市街",1300,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
184,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
185,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
186,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
187,"","",0,"","","","","LoadingImage#0",0,0,0,False,0,False,0,False,False,False,False,"",,,,"QuestBattle#0","",0,0,0,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
188,"s1d8","ffxiv/sea_s1/dun/s1d8/level/s1d8",1,"ラノシア","ラノシア","ワンダラーパレス","s1d8/00","LoadingImage#2",2,3,30,False,40,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,81,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
189,"f1d7","ffxiv/fst_f1/dun/f1d7/level/f1d7",1,"黒衣森","黒衣森","古城アムダプール","f1d7/01","LoadingImage#3",2,3,29,False,40,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,79,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
190,"go002","ffxiv/fst_f1/fld/f1f1/level/f1f1",1,"黒衣森","黒衣森","黒衣森：中央森林","f1f1/00","LoadingImage#3",2,3,43,False,3,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
191,"go005","ffxiv/fst_f1/fld/f1f2/level/f1f2",1,"黒衣森","黒衣森","黒衣森：東部森林","f1f2/00","LoadingImage#3",2,3,46,False,4,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
192,"go006","ffxiv/fst_f1/fld/f1f3/level/f1f3",1,"黒衣森","黒衣森","黒衣森：南部森林","f1f3/00","LoadingImage#3",2,3,47,False,5,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,0,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
193,"w1b1","ffxiv/wil_w1/bah/w1b1/level/w1b1",1,"ザナラーン","ザナラーン","ラグナロク級六番艦：艦体中央部","w1b1/00","LoadingImage#4",2,16,107,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,60,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
194,"w1b2","ffxiv/wil_w1/bah/w1b2/level/w1b2",1,"ザナラーン","ザナラーン","ラグナロク級六番艦：再生制御区","w1b2/00","LoadingImage#4",2,16,108,False,0,False,0,True,False,False,False,,,,,"QuestBattle#0","",-1,61,-1,False,"新生エオルゼア",0,0,0,"",False,False,0,False,False,False
