key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
14,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d310/dunfst1d310",4246570,14,"Colosseum#0",False,"","","BNpcBase#1696","不浄の大広間の突破","アナンタボガの撃破",16,0,0,30,0,27520,0,10,0,0,12230,21400,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,9,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,27,0,False
15,"InstanceContentType#2",0,120,False,"music/ffxiv/BGM_Con_Teikoku_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d401/dunwil1d401",4248047,15,"Colosseum#0",False,"","","BNpcBase#0","警戒灯を停止させろ","魔導コロッサスを強化してやがるのか……！
解除は俺に任せておけ！",14,0,0,100,0,54360,0,200,0,0,13590,20390,27180,20390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,16,100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,28,0,False
16,"InstanceContentType#2",0,120,False,"music/ffxiv/BGM_Con_Teikoku_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d502/dunwil1d502",4301613,16,"Colosseum#0",False,"","","BNpcBase#0","帝国軍認証鍵","アルテマ発動まで　1　秒！",15,0,0,100,0,159000,0,200,0,0,24460,14680,17120,0,29350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,17,180,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,29,0,False
17,"InstanceContentType#2",0,90,False,,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d410/dunsea1d410",4378111,17,"Colosseum#0",False,"","","BNpcBase#2265","エーテルポンプ室の突破","……ここは……俺は……一体……
ディアマンダ……必ず帰る…から……",17,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,8,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,30,0,False
18,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d610/dunwil1d610",4481318,18,"Colosseum#0",False,"","","BNpcBase#2289","喚きの立坑の踏破","オデのカワイイ、イモムシちゅわん！
ジャマなチビども、ツブしちまえェ！！！",18,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,69,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,31,0,False
19,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d410/dunfst1d410",4497567,19,"Colosseum#0",False,"","","BNpcBase#2346","白百合の間の突破","小さな鍵所持数",19,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,12,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,32,0,False
20,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d610/dunsea1d610",4543710,20,"Colosseum#0",False,"チーズレシピは　門外不出！
我は　秘密の守護者なり～！！","シュコォ、シュコォ……
邪魔する者は　抹殺だ～！！","BNpcBase#2547","「避難地の前庭」への進路確保","青の手　科学は　世界イチ～！
ゴブリガードで　蹴散らすど～！！",22,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,0,50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,33,0,False
21,"InstanceContentType#2",0,90,False,,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d710/dunwil1d710",4569373,21,"Colosseum#0",False,"","","BNpcBase#1197","さあ、第一の修練区画だ！
魔法人形を相手に、小手調べといこうか！","さあ～逃げまどいなさ～い！
我が魔力を束ねし～呪いの雷から～！",21,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,0,50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,34,0,False
22,"InstanceContentType#2",0,90,False,,"music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d510/dunfst1d510",4574827,22,"Colosseum#0",False,"","","BNpcBase#2564","平和の残滓の突破","長き眠りで、我が力も衰えたか……",20,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,80,50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,35,0,False
23,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Lim_06.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d510/dunsea1d510",4685110,23,"Colosseum#0",False,"","","BNpcBase#0","シファカの討伐","クラーケンの腕と触腕の撃破",23,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,0,55,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,36,0,False
24,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Gri_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d610/dunfst1d610",4660222,24,"Colosseum#0",False,"","","BNpcBase#0","壺室の踏破","キシャァァァァァ！！！",24,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,68,55,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,37,0,False
25,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Rade_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d210/dunroc1d210",4616677,25,"Colosseum#0",False,"","","BNpcBase#0","ゴリニチの撃破","……ぜ、全滅だと！？
奪還作戦は……失敗だ……",25,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,15,55,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,38,0,False
26,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Uru_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1d810/dunwil1d810",4877226,26,"Colosseum#0",False,"","","BNpcBase#0","太陽石を入手する","グゴゴゴゴゴ……",28,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,75,60,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,39,0,False
27,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Ish_04.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunroc/dunroc1d310/dunroc1d310",4725496,27,"Colosseum#0",False,"","","BNpcBase#0","小さな鍵の入手","フェンリルの撃破",26,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,74,60,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,40,0,False
28,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Lim_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d710/dunsea1d710",4878743,28,"Colosseum#0",False,"","","BNpcBase#0","カーラボスの撃破","イタタタ……クソッ、狙いが外れた！？　やってくれるぜ！",27,0,0,70,0,36690,0,35,0,0,16310,28540,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,7,60,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,41,0,False
29,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Gri_08.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1d710/dunfst1d710",5018469,29,"Colosseum#0",False,"","","BNpcBase#0","アンクハガーの撃破","クラッシュダウンまで　5",31,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,10,65,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,42,0,False
30,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Lim_08.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1d810/dunsea1d810",4898011,30,"Colosseum#0",False,"","","BNpcBase#0","トンベリの救出","病は病を呼ぶの、だ、我が弟、よ！
そして奴らは苦しむのだ、な、兄上！",30,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,3,65,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,43,0,False
31,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaL_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d310/dundra2d310",5330512,31,"Colosseum#0",False,"","","BNpcBase#3930","デモンズ・ブックウォールの撃破","油が回って……
うごごご！　小癪な奴らめ！",44,6000,15900,0,0,79920,355200,0,0,0,35520,62160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177600,,46,100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,44,0,False
32,"InstanceContentType#2",0,90,False,"music/ffxiv/BGM_Dungeon_Mor_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1d110/dunlak1d110",5073636,32,"Colosseum#0",False,"","","BNpcBase#0","崩れた構造体の突破","ぬぅ、我が幻体に一歩も退かぬとは……
これが星に選ばれし者の力か……。",29,0,0,80,0,39750,0,50,0,0,17670,30920,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,,101,65,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,45,0,False
33,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_Abaracia_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d210/dunabr2d210",5614685,33,"Colosseum#0",False,"","","BNpcBase#3740","雲卵石の所持数","むねん、むねん、口惜しや……。",46,0,0,30,0,34520,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,85,40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,46,0,False
34,"InstanceContentType#2",0,90,False,"","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunroc/dunroc2d210/dunroc2d210",5578485,34,"Colosseum#0",False,"","","BNpcBase#3642","蒼天騎士の撃破","まさか力を使ってまで、
圧倒されるだなんテ……！",43,6000,15400,0,0,77180,343000,0,0,0,34300,60030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171500,,51,100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,47,0,False
35,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_MagicC_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d310/dunabr2d310",5615552,35,"Colosseum#0",False,"","","BNpcBase#3434","第III展示区へ到達","収蔵システムに異常……
現実拡張を……停止……します……",47,0,0,30,0,34520,0,10,0,0,15340,26850,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,84,40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,48,0,False
36,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_IshSebu_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunroc/dunroc2d110/dunroc2d110",5653695,36,"Colosseum#0",False,"","","BNpcBase#3409","外郭中庭の踏破","キープの踏破",40,6000,13600,0,0,68450,304200,0,0,0,30420,53240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152100,,47,100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,49,0,False
37,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaH_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d110/dundra2d110",5777405,37,"Colosseum#0",False,"","","BNpcBase#3798","ラスコヴニクの撃破","あぁ……ニーズヘッグ……
愛しき翼よ……我は……。",41,6000,14200,0,0,71420,317400,0,0,0,31740,55550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158700,,48,100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,50,0,False
38,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_MagicC_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunabr/dunabr2d110/dunabr2d110",5783033,38,"Colosseum#0",False,"","","BNpcBase#3823","試作機実験庫の突破","評価終了……コノ試作兵器ハ極メテ優秀デス
タダチニ量産開始ヲ進言シマス！",45,0,0,100,0,43160,0,60,0,0,9590,14390,28770,0,0,15,30,45,0,0,0,0,0,0,0,0,0,0,0,0,191800,,70,50,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,51,0,False
39,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaC_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/heavna/heavna33310/heavna33310",5724514,39,"Colosseum#0",False,"","","BNpcBase#3458","エアリー・エクステリアの突破","我が咆吼に震えよ！",42,6000,14800,0,0,74390,330600,0,0,0,33060,57860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165300,,49,100,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,52,0,False
40,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_Sirius_Lighthouse.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunsea/dunsea1d910/dunsea1d910",5963638,40,"Colosseum#0",False,"","","BNpcBase#4576","エーテル貯蔵室へ到達","第66号前線培養室の制圧",49,0,0,40,0,34520,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,52,40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,53,0,False
41,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_botanical_gardens.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d410/dundra2d410",6034561,41,"Colosseum#0",False,"","","BNpcBase#4658","熱帯展示室の突破","聖モシャーヌの研究窟の突破",48,0,0,40,0,34520,0,15,0,0,15340,26850,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,53,40,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,54,0,False
42,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_Komuda2.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunfst/dunfst1d810/dunfst1d810",6159126,140,"Colosseum#0",False,"","","BNpcBase#4747","不気味な卵を破壊","ナントイウ、コトナノダ……
チカラ、オヨバズ……ムネンナリ……。",51,0,0,50,0,38840,0,20,0,0,17260,30210,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,72,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,55,0,False
43,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaL_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d510/dundra2d510",6168797,141,"Colosseum#0",False,"","","BNpcBase#0","空中魔法陣の突破","",50,0,0,50,0,38840,0,20,0,0,17260,30210,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,71,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,56,0,False
44,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_DravaniaC_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dundra/dundra2d610/dundra2d610",6258659,171,"Colosseum#0",False,"","","BNpcBase#4954","哀しみの円庭の突破","よく耐えている……やるではないか！
だが、次の攻撃はどうかな……？",52,0,0,60,0,38840,0,25,0,0,17260,30210,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,83,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,57,0,False
45,"InstanceContentType#2",0,90,False,"music/ex1/BGM_EX1_Dungeon_Hullbreaker_Hard.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunsea/dunsea1da10/dunsea1da10",6245779,172,"Colosseum#0",False,"","","BNpcBase#0","軍獣訓練区画の突破","獣たちよ！　ご馳走が歩いてきたぞ！
奴らの肉で、飢えた腹を満たすがいい！",53,0,0,60,0,38840,0,25,0,0,17260,30210,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,191800,,82,45,0,"InstanceContentBuff#0",True,"InstanceContent#0",-1,0,0,0,0,False,0,0,0,58,0,False
