key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
57,"Bonus de dégâts magiques","Les dégâts magiques infligés sont augmentés.","ui/icon/015000/015054.tex",37,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,0,False
58,"Malus de dégâts magiques","Les dégâts magiques infligés sont réduits.","ui/icon/015000/015055.tex",37,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,0,False
59,"Vulnérabilité magique diminuée","Les dégâts magiques reçus sont réduits.","ui/icon/015000/015056.tex",38,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,False,0,0,0,False
60,"Vulnérabilité magique augmentée","Les dégâts magiques reçus sont augmentés.","ui/icon/015000/015057.tex",38,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,False,0,0,0,False
61,"Bonus de dégâts","Les dégâts infligés sont augmentés.","ui/icon/015000/015519.tex",39,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,0,False
62,"Malus de dégâts","Les dégâts infligés sont réduits.","ui/icon/015000/015520.tex",39,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,0,False
63,"Vulnérabilité diminuée","Les dégâts reçus sont réduits.","ui/icon/015000/015021.tex",40,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,False,0,0,0,False
64,"Vulnérabilité augmentée","Les dégâts reçus sont augmentés.","ui/icon/015000/015020.tex",40,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,False,0,0,0,False
65,"Maîtrise critique","La prochaine technique d'arme est critique.","ui/icon/015000/015016.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,0,0,False,0,False,False,0,0,0,False
66,"Terreur","La peur empêche tout mouvement.","ui/icon/015000/015516.tex",0,0,1,2,"dk05ht_tel0h","",True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
67,"Plombé","La vitesse de déplacement est réduite.","ui/icon/015000/015518.tex",0,0,1,2,"dk05ht_grv0h","dk10ht_grv0h",False,False,False,False,False,False,False,True,True,100,0,False,False,0,1,False,0,False,False,0,0,0,False
68,"Coups drainants","Les attaques automatiques absorbent des PV.","ui/icon/015000/015504.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,False,0,0,0,False
69,"Coups aspirants","Les attaques automatiques absorbent des PT.","ui/icon/015000/015505.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,100,0,False,0,False,False,0,0,0,False
70,"Coups étour<SoftHyphen/>dis<SoftHyphen/>sants","Les attaques automatiques peuvent étourdir.","ui/icon/015000/015506.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,176,0,False,0,False,False,0,0,0,False
71,"Rempart","Les dégâts reçus sont réduits.","ui/icon/010000/010152.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,False,0,0,0,False
72,"Convalescence","La récupération de PV par des sorts est augmentée.","ui/icon/010000/010157.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,20,0,False,0,False,False,0,0,0,False
73,"Diligence","Les risques de recevoir un coup critique sont nuls.","ui/icon/013000/013916.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,False,0,0,0,False
74,"Sentinelle","Les dégâts reçus sont réduits.","ui/icon/010000/010151.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,False,0,False,False,0,0,0,False
75,"Volonté d'acier","Certaines projections et attractions sont sans effet.","ui/icon/010000/010153.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
76,"Combat acharné","L'attaque est augmentée.","ui/icon/010000/010155.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,False,0,0,0,False
77,"Forteresse","Le taux de blocage est augmenté.","ui/icon/010000/010156.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,90,0,False,0,False,False,0,0,0,False
78,"Serment de l'épée","Les attaques automatiques sont améliorées.","ui/icon/012000/012505.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,True,0,False,False,0,0,0,False
79,"Volonté de fer","La génération d'inimitié est augmentée.","ui/icon/012000/012506.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,False,0,0,0,False
80,"Couverture","En train de protéger un équipier.","ui/icon/012000/012501.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,False,0,0,0,False
81,"Couvert","Sous la protection d'un équipier.","ui/icon/012000/012502.tex",0,0,20,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,False,0,35,0,False
82,"Invincible","Insensible à la plupart des attaques.","ui/icon/012000/012504.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,70,0,False,False,0,0,False,0,False,False,0,0,0,False
83,"Aguet","La défense est augmentée.","ui/icon/010000/010252.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,False,0,0,0,False
84,"Bain de sang","Une partie des dégâts infligés par la prochaine attaque sera transformée en PV.","ui/icon/013000/013913.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,25,0,False,0,False,False,0,0,0,False
85,"Mutilation","Les dégâts infligés sont augmentés.","ui/icon/010000/010262.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,False,0,0,0,False
86,"Berserk","Les techniques d'arme infligent des coups nets et critiques.","ui/icon/017000/017217.tex",0,3,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,2,False,False,100,27,False,0,False,False,0,0,0,False
87,"Frisson de la bataille","Les PV maximums sont augmentés.
Effet sup<SoftHyphen/>plé<SoftHyphen/>men<SoftHyphen/>tai<SoftHyphen/>re après obtention de Frisson de la bataille amélioré<Indent/>: les effets de récupération de PV sont augmentés.","ui/icon/010000/010254.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,False,0,0,0,False
88,"Holmgang","Tout déplacement est impossible jusqu'à la fin de l'effet.","ui/icon/010000/010255.tex",0,0,1,2,"dk05th_stdn0t","",True,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
89,"Représailles","Des dégâts sont infligés chaque fois qu'un coup est reçu.","ui/icon/010000/010256.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,25,0,False,0,False,False,0,0,0,False
90,"Œil de la tempête","Les dégâts infligés sont augmentés.","ui/icon/010000/010263.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,False,0,0,0,False
91,"Défi","La génération d'inimitié est augmentée.","ui/icon/012000/012551.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,False,0,0,0,False
92,"Affranchissement","Le malus de dégâts infligés de Défi est annulé.","ui/icon/012000/012552.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
93,"Rage","Les chances de parade sont augmentées.","ui/icon/010000/010257.tex",0,0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,False,0,0,0,False
94,"Rage II","Les chances de parade sont augmentées.","ui/icon/010000/010258.tex",0,0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,4,0,False,0,False,False,0,0,0,False
95,"Rage III","Les chances de parade sont augmentées.","ui/icon/010000/010259.tex",0,0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,6,0,False,0,False,False,0,0,0,False
96,"Rage IV","Les chances de parade sont augmentées.","ui/icon/010000/010260.tex",0,0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,8,0,False,0,False,False,0,0,0,False
97,"Rage V","Les chances de parade sont augmentées.","ui/icon/010000/010261.tex",0,0,1,1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,False,0,0,0,False
98,"Tacle du dragon","La résistance au contondant est réduite.","ui/icon/010000/010215.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,False,0,0,0,False
99,"Pieds légers","L'esquive est augmentée.","ui/icon/010000/010201.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,False,0,0,0,False
100,"Relâchement intérieur","Les chances de critiques sont augmentées.","ui/icon/010000/010204.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,False,0,0,0,False
101,"Serpents jumeaux","Les dégâts infligés sont augmentés.","ui/icon/010000/010216.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,False,0,0,0,False
102,"Mantra","Les effets de récupération de PV sont augmentés.","ui/icon/010000/010206.tex",0,0,41,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,0,False,False,5,0,False,0,False,False,0,0,0,False
103,"Poings de feu","Les dégâts infligés sont augmentés.","ui/icon/010000/010202.tex",29,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,5,0,True,528,False,False,0,0,0,False
104,"Poings de terre","Les dégâts reçus sont réduits.","ui/icon/010000/010203.tex",29,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,-10,0,True,528,False,False,0,0,0,False
105,"Poings de vent","La vitesse de déplacement est augmentée.","ui/icon/012000/012526.tex",29,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,528,False,False,0,0,0,False
106,"Toucher mortel","Des dégâts périodiques sont subis.","ui/icon/010000/010211.tex",0,0,1,2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,False,0,0,0,False
107,"Posture de l'opo-opo","La posture de combat est celle de l'opo-opo.","ui/icon/010000/010212.tex",31,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,False,0,0,0,False
108,"Posture du raptor","La posture de combat est celle du raptor.","ui/icon/010000/010213.tex",31,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,False,0,0,0,False
109,"Posture du coeurl","La posture de combat est celle du coeurl.","ui/icon/010000/010214.tex",31,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,False,0,0,0,False
110,"Équilibre parfait","Les 3 postures du pugiliste sont utilisées<Indent/>: opo-opo, raptor, coeurl.","ui/icon/017000/017564.tex",31,3,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,True,528,False,False,0,0,0,False
111,"Vitesse de l'éclair","Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.","ui/icon/010000/010207.tex",32,0,1,1,"dk05th_stup0t","dk10ht_sip0c",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,False,0,0,0,False
112,"Vitesse de l'éclair II","Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.","ui/icon/010000/010208.tex",32,0,1,1,"dk05th_stup0t","dk10ht_sip1c",False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,False,0,0,0,False
113,"Vitesse de l'éclair III","Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.","ui/icon/010000/010209.tex",32,0,1,1,"dk05th_stup0t","dk10ht_sip2c",False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,True,0,False,False,0,0,0,False
114,"Volée défensive","Les chances de parer sont augmentées.","ui/icon/010000/010301.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,False,0,False,False,0,0,0,False
115,"Percée puissante","Les dégâts infligés sont augmentés.","ui/icon/010000/010306.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,False,0,0,0,False
116,"Souffle de vie","La prochaine technique d'arme est critique, et une partie des dégâts infligés sont absorbés comme PV.","ui/icon/010000/010302.tex",0,0,1,1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
